id,groups
10789,10
10790,10
10791,10
10792,10
10793,10
10794,10
10796,10
10797,10
10798,10
10799,10
10800,10
10802,10
10805,10
10808,10
10809,10
10810,10
10811,10
10812,10
10813,10
10814,10
10815,10
10817,10
10820,10
10821,10
10823,10
10824,10
10825,10
10826,10
10828,10
10829,10
10830,10
10831,10
10832,10
10833,10
10834,10
10835,10
10838,10
10839,10
10841,10
10842,10
10843,10
10844,10
10845,10
10846,10
10848,10
10849,10
10850,10
10851,10
10852,10
10853,10
10854,10
10855,10
10856,10
10857,10
10859,10
10860,10
10863,10
10865,10
10866,10
10867,10
10868,10
10870,10
10871,10
10872,10
10873,10
10874,10
10876,10
10877,10
10878,10
10879,10
10880,10
10881,10
10882,10
10883,10
10884,10
10885,10
10886,10
10887,10
10888,10
10889,10
10890,10
10891,10
10892,10
10893,10
10894,10
10895,10
10896,10
10897,10
10899,10
10900,10
10901,10
10903,10
10904,10
10905,10
10906,10
10907,10
10909,10
10910,10
10911,10
10913,10
10914,10
10918,10
10920,10
10921,10
10922,10
10923,10
10924,10
10925,10
10926,10
10927,10
10928,10
10929,10
10930,10
10931,10
10932,10
10933,10
10934,10
10936,10
10937,10
10938,10
10939,10
10940,10
10941,10
10942,10
10943,10
10944,10
10945,10
10949,10
10953,10
10954,10
10955,10
10956,10
10959,10
10960,10
10961,10
10962,10
10964,10
10965,10
10966,10
10968,10
10971,10
10973,10
10974,10
10976,10
10979,10
10980,10
10982,10
10983,10
10984,10
10987,10
10988,10
10989,10
10990,10
10991,10
10992,10
10993,10
10994,10
10996,10
10997,10
10998,10
10999,10
11000,10
11001,10
11002,10
11003,10
11004,10
11006,10
11007,10
11008,10
11009,10
11010,10
11011,10
11012,10
11013,10
11015,10
11016,10
11017,10
11018,10
11019,10
11021,10
11022,10
11023,10
11024,10
11026,10
11027,10
11031,10
11032,10
11034,10
11035,10
11036,10
11037,10
11038,10
11039,10
11040,10
11041,10
11042,10
11044,10
11045,10
11046,10
11047,10
11050,10
11051,10
11052,10
11053,10
11054,10
11055,10
11056,10
11057,10
11058,10
11059,10
11060,10
11061,10
11063,10
11065,10
11067,10
11068,10
11069,10
11070,10
11072,10
11074,10
11075,10
11076,10
11078,10
11079,10
11080,10
11081,10
11083,10
11084,10
11086,10
11087,10
11088,10
11089,10
11091,10
11093,10
11094,10
11095,10
11096,10
11097,10
11098,10
11100,10
11103,10
11104,10
11105,10
11106,10
11107,10
11109,10
11111,10
11115,10
11116,10
11117,10
11119,10
11120,10
11121,10
11122,10
11123,10
11124,10
11125,10
11126,10
11127,10
11128,10
11129,10
11132,10
11133,10
11135,10
11136,10
11137,10
11138,10
11139,10
11142,10
11143,10
11144,10
11145,10
11147,10
11149,10
11150,10
11151,10
11152,10
11153,10
11154,10
11155,10
11156,10
11157,10
11158,10
11159,10
11160,10
11161,10
11163,10
11164,10
11166,10
11168,10
11169,10
11170,10
11171,10
11174,10
11175,10
11176,10
11177,10
11178,10
11179,10
11180,10
11181,10
11182,10
11183,10
11184,10
11185,10
11186,10
11187,10
11188,10
11189,10
11190,10
11191,10
11195,10
11197,10
11198,10
11199,10
11200,10
11201,10
11202,10
11204,10
11206,10
11208,10
11213,10
11214,10
11215,10
11216,10
11217,10
11218,10
11221,10
11222,10
11223,10
11224,10
11225,10
11226,10
11227,10
11229,10
11230,10
11233,10
11235,10
11236,10
11237,10
11238,10
11239,10
11242,10
11243,10
11244,10
11245,10
11246,10
11247,10
11248,10
11250,10
11251,10
11252,10
11253,10
11254,10
11255,10
11256,10
11257,10
11259,10
11260,10
11261,10
11263,10
11265,10
11266,10
11270,10
11271,10
11272,10
11273,10
11274,10
11275,10
11276,10
11281,10
11282,10
11283,10
11284,10
11285,10
11286,10
11287,10
11289,10
11291,10
11292,10
11293,10
11294,10
11296,10
11297,10
11301,10
11302,10
11303,10
11304,10
11305,10
11306,10
11307,10
11308,10
11309,10
11310,10
11311,10
11313,10
11314,10
11315,10
11317,10
11318,10
11320,10
11321,10
11322,10
11324,10
11325,10
11330,10
11332,10
11333,10
11336,10
11337,10
11338,10
11339,10
11340,10
11342,10
11343,10
11344,10
11345,10
11346,10
11347,10
11348,10
11349,10
11350,10
11351,10
11353,10
11355,10
11357,10
11358,10
11359,10
11360,10
11361,10
11364,10
11365,10
11367,10
11368,10
11369,10
11370,10
11372,10
11373,10
11374,10
11375,10
11376,10
11378,10
11381,10
11382,10
11383,10
11384,10
11386,10
11387,10
11389,10
11390,10
11391,10
11392,10
11394,10
11395,10
11396,10
11397,10
11399,10
11401,10
11402,10
11403,10
11404,10
11405,10
11407,10
11408,10
11409,10
11410,10
11411,10
11412,10
11413,10
11415,10
11416,10
11417,10
11418,10
11419,10
11420,10
11421,10
11422,10
11424,10
11427,10
11429,10
11431,10
11432,10
11436,10
11438,10
11439,10
11440,10
11441,10
11442,10
11443,10
11444,10
11446,10
11448,10
11449,10
11451,10
11453,10
11454,10
11457,10
11458,10
11459,10
11460,10
11461,10
11462,10
11463,10
11464,10
11465,10
11467,10
11468,10
11470,10
11472,10
11473,10
11474,10
11475,10
11476,10
11477,10
11478,10
11479,10
11480,10
11481,10
11482,10
11483,10
11484,10
11487,10
11489,10
11490,10
11491,10
11492,10
11494,10
11497,10
11498,10
11499,10
11500,10
11502,10
11503,10
11505,10
11506,10
11507,10
11508,10
11510,10
11511,10
11512,10
11513,10
11514,10
11516,10
11517,10
11518,10
11519,10
11521,10
11522,10
11523,10
11524,10
11526,10
11527,10
11529,10
11530,10
11531,10
11533,10
11534,10
11537,10
11541,10
11542,10
11543,10
11544,10
11545,10
11547,10
11548,10
11549,10
11550,10
11551,10
11552,10
11553,10
11556,10
11558,10
11559,10
11560,10
11561,10
11565,10
11566,10
11567,10
11568,10
11569,10
11572,10
11573,10
11575,10
11578,10
11579,10
11580,10
11582,10
11584,10
11585,10
11587,10
11588,10
11589,10
11590,10
11591,10
11592,10
11593,10
11594,10
11596,10
11597,10
11598,10
11599,10
11600,10
11602,10
11603,10
11604,10
11608,10
11609,10
11610,10
11611,10
11612,10
11615,10
11616,10
11617,10
11619,10
11621,10
11622,10
11623,10
11624,10
11625,10
11626,10
11627,10
11628,10
11630,10
11631,10
11632,10
11634,10
11636,10
11637,10
11638,10
11641,10
11644,10
11647,10
11648,10
11649,10
11650,10
11653,10
11654,10
11655,10
11656,10
11657,10
11658,10
11659,10
11661,10
11662,10
11663,10
11664,10
11665,10
11666,10
11667,10
11668,10
11671,10
11672,10
11674,10
11676,10
11677,10
11680,10
11681,10
11683,10
11685,10
11689,10
11692,10
11693,10
11694,10
11695,10
11696,10
11697,10
11699,10
11702,10
11703,10
11704,10
11705,10
11706,10
11707,10
11708,10
11709,10
11710,10
11711,10
11712,10
11713,10
11714,10
11715,10
11717,10
11718,10
11719,10
11720,10
11721,10
11722,10
11723,10
11724,10
11726,10
11727,10
11729,10
11730,10
11731,10
11732,10
11733,10
11734,10
11735,10
11736,10
11737,10
11738,10
11739,10
11740,10
11742,10
11743,10
11744,10
11746,10
11747,10
11750,10
11751,10
11753,10
11754,10
11755,10
11756,10
11757,10
11759,10
11760,10
11761,10
11762,10
11763,10
11764,10
11765,10
11768,10
11769,10
11770,10
11771,10
11772,10
11773,10
11774,10
11775,10
11776,10
11777,10
11778,10
11782,10
11783,10
11785,10
11786,10
11787,10
11790,10
11791,10
11792,10
11793,10
11794,10
11795,10
11797,10
11798,10
11799,10
11800,10
11801,10
11803,10
11807,10
11810,10
11811,10
11812,10
11813,10
11814,10
11815,10
11817,10
11818,10
11819,10
11820,10
11821,10
11822,10
11823,10
11824,10
11825,10
11826,10
11827,10
11828,10
11829,10
11831,10
11832,10
11835,10
11836,10
11838,10
11840,10
11841,10
11842,10
11843,10
11845,10
11846,10
11847,10
11848,10
11850,10
11853,10
11854,10
11855,10
11858,10
11859,10
11860,10
11861,10
11862,10
11863,10
11864,10
11865,10
11866,10
11867,10
11869,10
11870,10
11871,10
11872,10
11873,10
11874,10
11875,10
11876,10
11877,10
11878,10
11880,10
11881,10
11882,10
11884,10
11885,10
11887,10
11888,10
11890,10
11891,10
11892,10
11893,10
11894,10
11896,10
11898,10
11899,10
11901,10
11902,10
11903,10
11904,10
11905,10
11907,10
11908,10
11909,10
11910,10
11912,10
11913,10
11916,10
11918,10
11919,10
11920,10
11921,10
11923,10
11924,10
11925,10
11926,10
11927,10
11928,10
11929,10
11930,10
11931,10
11932,10
11933,10
11935,10
11939,10
11941,10
11942,10
11943,10
11944,10
11947,10
11948,10
11949,10
11950,10
11953,10
11955,10
11956,10
11957,10
11959,10
11960,10
11961,10
11962,10
11963,10
11964,10
11966,10
11968,10
11969,10
11970,10
11971,10
11973,10
11974,10
11977,10
11978,10
11979,10
11980,10
11981,10
11982,10
11983,10
11984,10
11985,10
11986,10
11987,10
11988,10
11990,10
11991,10
11993,10
11995,10
11996,10
11997,10
11998,10
12000,10
12002,10
12004,10
12005,10
12006,10
12007,10
12009,10
12011,10
12013,10
12015,10
12016,10
12017,10
12018,10
12022,10
12023,10
12024,10
12025,10
12026,10
12027,10
12028,10
12029,10
12030,10
12031,10
12035,10
12036,10
12037,10
12038,10
12040,10
12041,10
12042,10
12043,10
12044,10
12046,10
12047,10
12048,10
12050,10
12051,10
12052,10
12054,10
12055,10
12056,10
12057,10
12058,10
12059,10
12060,10
12062,10
12063,10
12064,10
12065,10
12066,10
12067,10
12068,10
12069,10
12070,10
12071,10
12072,10
12073,10
12074,10
12075,10
12076,10
12077,10
12078,10
12081,10
12082,10
12083,10
12084,10
12085,10
12089,10
12090,10
12091,10
12094,10
12095,10
12096,10
12097,10
12099,10
12100,10
12101,10
12102,10
12103,10
12104,10
12106,10
12107,10
12109,10
12110,10
12112,10
12113,10
12115,10
12116,10
12118,10
12119,10
12121,10
12122,10
12123,10
12124,10
12126,10
12127,10
12129,10
12131,10
12133,10
12136,10
12137,10
12138,10
12140,10
12141,10
12142,10
12143,10
12146,10
12147,10
12148,10
12149,10
12150,10
12151,10
12153,10
12155,10
12156,10
12157,10
12158,10
12159,10
12160,10
12161,10
12163,10
12164,10
12165,10
12166,10
12167,10
12170,10
12171,10
12173,10
12175,10
12176,10
12177,10
12180,10
12181,10
12183,10
12184,10
12185,10
12186,10
12187,10
12188,10
12189,10
12190,10
12191,10
12192,10
12193,10
12194,10
12195,10
12197,10
12198,10
12199,10
12200,10
12202,10
12203,10
12204,10
12205,10
12206,10
12207,10
12208,10
12209,10
12210,10
12211,10
12212,10
12213,10
12214,10
12215,10
12216,10
12217,10
12218,10
12219,10
12220,10
12221,10
12222,10
12225,10
12226,10
12227,10
12228,10
12230,10
12231,10
12232,10
12233,10
12235,10
12236,10
12237,10
12239,10
12240,10
12241,10
12242,10
12243,10
12244,10
12245,10
12246,10
12247,10
12248,10
12249,10
12250,10
12251,10
12253,10
12254,10
12255,10
12257,10
12259,10
12260,10
12261,10
12262,10
12263,10
12264,10
12265,10
12267,10
12269,10
12272,10
12273,10
12274,10
12275,10
12277,10
12279,10
12280,10
12283,10
12284,10
12285,10
12287,10
12288,10
12289,10
12290,10
12292,10
12293,10
12294,10
12298,10
12299,10
12300,10
12302,10
12303,10
12304,10
12305,10
12306,10
12307,10
12309,10
12310,10
12311,10
12312,10
12314,10
12316,10
12317,10
12318,10
12319,10
12320,10
12322,10
12323,10
12324,10
12325,10
12326,10
12327,10
12328,10
12329,10
12330,10
12331,10
12333,10
12334,10
12335,10
12336,10
12337,10
12339,10
12340,10
12341,10
12343,10
12347,10
12349,10
12350,10
12351,10
12352,10
12353,10
12354,10
12356,10
12357,10
12359,10
12360,10
12361,10
12364,10
12365,10
12366,10
12367,10
12368,10
12369,10
12370,10
12371,10
12372,10
12374,10
12375,10
12376,10
12377,10
12378,10
12380,10
12381,10
12382,10
12383,10
12384,10
12385,10
12386,10
12387,10
12388,10
12389,10
12390,10
12391,10
12392,10
12393,10
12394,10
12395,10
12396,10
12397,10
12398,10
12399,10
12401,10
12402,10
12403,10
12404,10
12405,10
12406,10
12407,10
12410,10
12411,10
12412,10
12414,10
12415,10
12416,10
12417,10
12418,10
12419,10
12420,10
12421,10
12422,10
12423,10
12428,10
12429,10
12430,10
12431,10
12432,10
12433,10
12434,10
12435,10
12436,10
12437,10
12438,10
12439,10
12441,10
12443,10
12445,10
12446,10
12448,10
12449,10
12450,10
12451,10
12452,10
12454,10
12455,10
12456,10
12457,10
12458,10
12459,10
12460,10
12461,10
12462,10
12463,10
12465,10
12466,10
12473,10
12474,10
12475,10
12476,10
12477,10
12478,10
12479,10
12481,10
12483,10
12484,10
12486,10
12489,10
12490,10
12491,10
12492,10
12493,10
12496,10
12497,10
12498,10
12499,10
12500,10
12501,10
12503,10
12504,10
12507,10
12508,10
12509,10
12512,10
12513,10
12517,10
12519,10
12520,10
12521,10
12523,10
12524,10
12525,10
12526,10
12527,10
12528,10
12530,10
12531,10
12532,10
12534,10
12536,10
12537,10
12538,10
12539,10
12540,10
12541,10
12542,10
12544,10
12545,10
12547,10
12548,10
12549,10
12550,10
12551,10
12552,10
12553,10
12554,10
12555,10
12556,10
12557,10
12558,10
12560,10
12561,10
12562,10
12563,10
12565,10
12566,10
12567,10
12568,10
12569,10
12570,10
12574,10
12575,10
12576,10
12577,10
12579,10
12581,10
12582,10
12583,10
12587,10
12588,10
12589,10
12590,10
12591,10
12592,10
12593,10
12594,10
12595,10
12596,10
12598,10
12599,10
12600,10
12601,10
12602,10
12604,10
12605,10
12606,10
12607,10
12608,10
12609,10
12610,10
12611,10
12612,10
12613,10
12615,10
12617,10
12618,10
12619,10
12620,10
12621,10
12623,10
12624,10
12625,10
12626,10
12627,10
12628,10
12629,10
12630,10
12631,10
12632,10
12633,10
12635,10
12636,10
12638,10
12639,10
12641,10
12642,10
12643,10
12644,10
12645,10
12646,10
12648,10
12650,10
12651,10
12652,10
12653,10
12654,10
12655,10
12657,10
12659,10
12662,10
12663,10
12664,10
12665,10
12666,10
12668,10
12669,10
12670,10
12671,10
12672,10
12673,10
12674,10
12675,10
12676,10
12677,10
12678,10
12679,10
12681,10
12683,10
12684,10
12685,10
12686,10
12687,10
12688,10
12689,10
12690,10
12691,10
12692,10
12693,10
12694,10
12695,10
12696,10
12697,10
12698,10
12699,10
12701,10
12704,10
12705,10
12706,10
12708,10
12709,10
12710,10
12711,10
12712,10
12713,10
12714,10
12715,10
12716,10
12717,10
12718,10
12719,10
12720,10
12721,10
12722,10
12723,10
12725,10
12728,10
12729,10
12730,10
12732,10
12734,10
12736,10
12737,10
12738,10
12739,10
12740,10
12745,10
12747,10
12749,10
12750,10
12751,10
12753,10
12754,10
12755,10
12756,10
12758,10
12761,10
12762,10
12764,10
12766,10
12767,10
12769,10
12770,10
12771,10
12774,10
12775,10
12776,10
12777,10
12780,10
12781,10
12782,10
12783,10
12784,10
12785,10
12786,10
12787,10
12789,10
12790,10
12792,10
12793,10
12795,10
12796,10
12797,10
12798,10
12800,10
12801,10
12802,10
12803,10
12805,10
12806,10
12807,10
12808,10
12809,10
12812,10
12813,10
12815,10
12816,10
12817,10
12818,10
12819,10
12820,10
12821,10
12822,10
12823,10
12824,10
12825,10
12826,10
12827,10
12828,10
12829,10
12830,10
12831,10
12832,10
12833,10
12834,10
12836,10
12837,10
12838,10
12839,10
12840,10
12841,10
12842,10
12843,10
12844,10
12845,10
12846,10
12848,10
12849,10
12850,10
12852,10
12853,10
12854,10
12855,10
12857,10
12858,10
12860,10
12862,10
12863,10
12864,10
12865,10
12866,10
12867,10
12868,10
12870,10
12871,10
12872,10
12874,10
12875,10
12876,10
12877,10
12878,10
12879,10
12880,10
12881,10
12883,10
12884,10
12885,10
12886,10
12887,10
12888,10
12889,10
12890,10
12891,10
12893,10
12894,10
12895,10
12897,10
12900,10
12901,10
12902,10
12904,10
12905,10
12909,10
12910,10
12913,10
12914,10
12915,10
12916,10
12918,10
12919,10
12920,10
12921,10
12922,10
12924,10
12925,10
12926,10
12927,10
12929,10
12930,10
12931,10
12932,10
12933,10
12934,10
12936,10
12937,10
12938,10
12939,10
12940,10
12941,10
12942,10
12943,10
12944,10
12945,10
12946,10
12947,10
12948,10
12949,10
12950,10
12952,10
12954,10
12956,10
12957,10
12958,10
12959,10
12961,10
12963,10
12965,10
12967,10
12968,10
12969,10
12970,10
12971,10
12972,10
12973,10
12975,10
12976,10
12977,10
12978,10
12979,10
12980,10
12982,10
12983,10
12986,10
12987,10
12990,10
12991,10
12992,10
12993,10
12994,10
12995,10
12996,10
12998,10
12999,10
13000,10
13001,10
13002,10
13003,10
13005,10
13007,10
13008,10
13009,10
13010,10
13011,10
13012,10
13013,10
13014,10
13015,10
13016,10
13017,10
13018,10
13019,10
13020,10
13021,10
13022,10
13023,10
13024,10
13025,10
13026,10
13027,10
13028,10
13029,10
13031,10
13034,10
13035,10
13036,10
13039,10
13040,10
13042,10
13043,10
13045,10
13046,10
13047,10
13048,10
13049,10
13050,10
13052,10
13053,10
13054,10
13055,10
13056,10
13057,10
13058,10
13059,10
13060,10
13061,10
13062,10
13063,10
13064,10
13065,10
13066,10
13067,10
13068,10
13069,10
13070,10
13071,10
13072,10
13073,10
13074,10
13075,10
13077,10
13078,10
13080,10
13081,10
13082,10
13083,10
13084,10
13086,10
13087,10
13088,10
13089,10
13090,10
13091,10
13092,10
13093,10
13094,10
13095,10
13096,10
13097,10
13098,10
13099,10
13100,10
13102,10
13103,10
13105,10
13106,10
13107,10
13108,10
13109,10
13110,10
13111,10
13112,10
13113,10
13114,10
13115,10
13116,10
13117,10
13118,10
13119,10
13120,10
13121,10
13122,10
13123,10
13124,10
13125,10
13126,10
13127,10
13128,10
13130,10
13131,10
13132,10
13134,10
13135,10
13136,10
13138,10
13139,10
13140,10
13141,10
13142,10
13143,10
13144,10
13145,10
13146,10
13147,10
13149,10
13150,10
13151,10
13152,10
13153,10
13154,10
13155,10
13156,10
13157,10
13158,10
13159,10
13160,10
13161,10
13162,10
13163,10
13164,10
13166,10
13167,10
13169,10
13173,10
13174,10
13175,10
13176,10
13177,10
13178,10
13179,10
13180,10
13181,10
13182,10
13183,10
13186,10
13187,10
13188,10
13189,10
13190,10
13191,10
13192,10
13193,10
13195,10
13197,10
13199,10
13200,10
13202,10
13204,10
13205,10
13206,10
13207,10
13208,10
13209,10
13211,10
13212,10
13214,10
13215,10
13216,10
13217,10
13218,10
13219,10
13221,10
13222,10
13223,10
13224,10
13225,10
13226,10
13227,10
13229,10
13230,10
13231,10
13233,10
13234,10
13235,10
13236,10
13237,10
13238,10
13239,10
13240,10
13242,10
13243,10
13245,10
13246,10
13248,10
13249,10
13250,10
13251,10
13252,10
13254,10
13255,10
13257,10
13258,10
13260,10
13261,10
13263,10
13265,10
13266,10
13267,10
13268,10
13269,10
13270,10
13271,10
13274,10
13275,10
13277,10
13278,10
13279,10
13281,10
13284,10
13285,10
13286,10
13287,10
13288,10
13289,10
13291,10
13292,10
13293,10
13294,10
13295,10
13296,10
13297,10
13298,10
13299,10
13300,10
13301,10
13303,10
13304,10
13306,10
13307,10
13308,10
13309,10
13310,10
13311,10
13313,10
13315,10
13316,10
13317,10
13322,10
13323,10
13325,10
13327,10
13328,10
13329,10
13330,10
13331,10
13332,10
13333,10
13334,10
13336,10
13337,10
13338,10
13339,10
13340,10
13342,10
13344,10
13346,10
13347,10
13348,10
13349,10
13350,10
13351,10
13352,10
13353,10
13355,10
13356,10
13357,10
13358,10
13359,10
13360,10
13362,10
13363,10
13365,10
13366,10
13367,10
13368,10
13371,10
13372,10
13373,10
13374,10
13375,10
13376,10
13377,10
13378,10
13379,10
13380,10
13384,10
13385,10
13387,10
13388,10
13389,10
13391,10
13393,10
13395,10
13396,10
13397,10
13400,10
13401,10
13402,10
13403,10
13404,10
13405,10
13406,10
13409,10
13410,10
13411,10
13412,10
13413,10
13414,10
13416,10
13417,10
13418,10
13419,10
13421,10
13422,10
13424,10
13426,10
13427,10
13428,10
13429,10
13430,10
13431,10
13433,10
13434,10
13436,10
13437,10
13438,10
13440,10
13441,10
13442,10
13443,10
13445,10
13446,10
13447,10
13448,10
13449,10
13450,10
13451,10
13453,10
13454,10
13455,10
13456,10
13459,10
13460,10
13461,10
13464,10
13465,10
13466,10
13467,10
13468,10
13470,10
13471,10
13472,10
13473,10
13474,10
13476,10
13477,10
13478,10
13479,10
13480,10
13481,10
13482,10
13484,10
13485,10
13486,10
13488,10
13489,10
13491,10
13494,10
13495,10
13498,10
13499,10
13500,10
13502,10
13504,10
13505,10
13506,10
13507,10
13508,10
13509,10
13510,10
13511,10
13512,10
13513,10
13514,10
13515,10
13516,10
13517,10
13520,10
13521,10
13522,10
13523,10
13525,10
13526,10
13527,10
13528,10
13529,10
13530,10
13531,10
13532,10
13533,10
13534,10
13538,10
13539,10
13543,10
13544,10
13545,10
13548,10
13549,10
13551,10
13552,10
13553,10
13554,10
13555,10
13560,10
13561,10
13562,10
13564,10
13565,10
13567,10
13569,10
13570,10
13571,10
13572,10
13573,10
13575,10
13576,10
13577,10
13578,10
13579,10
13580,10
13581,10
13582,10
13583,10
13584,10
13585,10
13588,10
13589,10
13592,10
13593,10
13594,10
13595,10
13596,10
13597,10
13599,10
13600,10
13602,10
13603,10
13604,10
13605,10
13606,10
13607,10
13608,10
13609,10
13610,10
13611,10
13613,10
13614,10
13615,10
13616,10
13617,10
13618,10
13619,10
13622,10
13624,10
13625,10
13626,10
13627,10
13629,10
13630,10
13631,10
13632,10
13633,10
13635,10
13636,10
13637,10
13638,10
13639,10
13640,10
13642,10
13644,10
13645,10
13647,10
13650,10
13651,10
13652,10
13653,10
13655,10
13657,10
13660,10
13661,10
13662,10
13663,10
13664,10
13665,10
13666,10
13667,10
13668,10
13670,10
13671,10
13673,10
13674,10
13678,10
13681,10
13682,10
13683,10
13684,10
13686,10
13687,10
13688,10
13689,10
13690,10
13691,10
13693,10
13694,10
13695,10
13696,10
13698,10
13699,10
13700,10
13701,10
13702,10
13703,10
13704,10
13706,10
13707,10
13708,10
13709,10
13710,10
13711,10
13712,10
13713,10
13714,10
13715,10
13716,10
13717,10
13718,10
13719,10
13720,10
13721,10
13722,10
13723,10
13724,10
13726,10
13727,10
13729,10
13733,10
13734,10
13735,10
13736,10
13737,10
13738,10
13739,10
13740,10
13741,10
13742,10
13743,10
13745,10
13746,10
13748,10
13750,10
13751,10
13752,10
13753,10
13754,10
13755,10
13756,10
13758,10
13759,10
13760,10
13761,10
13762,10
13763,10
13764,10
13765,10
13766,10
13767,10
13768,10
13769,10
13770,10
13771,10
13772,10
13773,10
13774,10
13775,10
13776,10
13777,10
13778,10
13780,10
13781,10
13783,10
13784,10
13786,10
13787,10
13788,10
13789,10
13790,10
13792,10
13794,10
13795,10
13796,10
13797,10
13798,10
13799,10
13800,10
13801,10
13802,10
13803,10
13804,10
13805,10
13807,10
13808,10
13809,10
13810,10
13811,10
13812,10
13813,10
13814,10
13816,10
13817,10
13818,10
13819,10
13820,10
13821,10
13822,10
13823,10
13826,10
13827,10
13828,10
13829,10
13830,10
13831,10
13833,10
13834,10
13835,10
13837,10
13838,10
13839,10
13840,10
13841,10
13842,10
13843,10
13845,10
13846,10
13849,10
13850,10
13852,10
13853,10
13854,10
13855,10
13856,10
13857,10
13858,10
13860,10
13861,10
13862,10
13863,10
13864,10
13865,10
13866,10
13867,10
13869,10
13870,10
13871,10
13872,10
13874,10
13875,10
13876,10
13877,10
13878,10
13879,10
13880,10
13881,10
13883,10
13884,10
13885,10
13886,10
13888,10
13889,10
13890,10
13891,10
13893,10
13894,10
13895,10
13898,10
13899,10
13900,10
13902,10
13905,10
13906,10
13907,10
13908,10
13910,10
13911,10
13914,10
13915,10
13916,10
13919,10
13920,10
13921,10
13922,10
13923,10
13924,10
13925,10
13927,10
13928,10
13929,10
13930,10
13931,10
13932,10
13934,10
13935,10
13936,10
13938,10
13939,10
13940,10
13941,10
13946,10
13947,10
13948,10
13949,10
13950,10
13951,10
13952,10
13954,10
13955,10
13956,10
13958,10
13959,10
13962,10
13963,10
13964,10
13965,10
13968,10
13970,10
13971,10
13972,10
13973,10
13974,10
13976,10
13977,10
13978,10
13979,10
13980,10
13982,10
13983,10
13984,10
13985,10
13986,10
13988,10
13990,10
13991,10
13992,10
13993,10
13996,10
13997,10
13998,10
13999,10
14000,10
14001,10
14003,10
14004,10
14006,10
14008,10
14009,10
14010,10
14013,10
14016,10
14017,10
14018,10
14019,10
14020,10
14021,10
14022,10
14023,10
14024,10
14025,10
14027,10
14028,10
14029,10
14030,10
14031,10
14032,10
14034,10
14037,10
14038,10
14042,10
14044,10
14045,10
14046,10
14049,10
14050,10
14051,10
14052,10
14053,10
14054,10
14056,10
14057,10
14058,10
14059,10
14062,10
14063,10
14065,10
14067,10
14068,10
14070,10
14071,10
14072,10
14073,10
14075,10
14076,10
14077,10
14078,10
14079,10
14080,10
14081,10
14082,10
14083,10
14084,10
14086,10
14087,10
14089,10
14090,10
14091,10
14093,10
14095,10
14096,10
14097,10
14098,10
14099,10
14100,10
14101,10
14102,10
14103,10
14104,10
14106,10
14107,10
14109,10
14110,10
14112,10
14113,10
14114,10
14116,10
14117,10
14118,10
14119,10
14121,10
14122,10
14124,10
14125,10
14126,10
14127,10
14128,10
14129,10
14130,10
14131,10
14132,10
14133,10
14134,10
14135,10
14136,10
14137,10
14139,10
14140,10
14143,10
14144,10
14145,10
14146,10
14147,10
14148,10
14149,10
14150,10
14152,10
14153,10
14154,10
14155,10
14156,10
14157,10
14158,10
14159,10
14161,10
14162,10
14163,10
14165,10
14166,10
14167,10
14171,10
14172,10
14173,10
14174,10
14175,10
14176,10
14178,10
14179,10
14181,10
14183,10
14184,10
14185,10
14186,10
14187,10
14189,10
14190,10
14191,10
14193,10
14194,10
14195,10
14196,10
